"U:0","U:1","U:2","epsilon","k","nut","p","Points:0","Points:1","Points:2"
10.014,-0.042361,0.0065039,0.10077,1.4591,0.12731,44.948,-20,-50,0
10.076,-0.086291,0.015157,0.096829,1.4198,0.12568,44.622,-5.9747,-50,0
10.269,-0.16962,0.033126,0.090055,1.3514,0.12283,43.289,8.0399,-50,0
10.586,-0.2385,0.049897,0.084158,1.2945,0.12039,40.622,22.041,-50,0
10.994,-0.28398,0.060776,0.078008,1.2324,0.11766,36.797,36.029,-50,0
11.451,-0.30613,0.062522,0.074506,1.188,0.11567,32.215,50.014,-50,0
11.925,-0.31344,0.054602,0.074913,1.1833,0.11546,27.335,64.003,-50,0
12.402,-0.30627,0.038051,0.077797,1.2065,0.1165,22.343,78.002,-50,0
12.864,-0.2783,0.016075,0.082625,1.2508,0.11847,17.303,92.007,-50,0
13.279,-0.2356,-0.0073592,0.088078,1.3052,0.12084,12.638,106.01,-50,0
13.637,-0.19443,-0.028193,0.092888,1.3566,0.12303,8.827,120.01,-50,0
13.957,-0.16394,-0.038337,0.096391,1.3971,0.12472,5.8801,134.01,-50,0
14.253,-0.14362,-0.035007,0.098389,1.4235,0.12581,3.5699,148,-50,0
14.527,-0.13161,-0.021803,0.098966,1.4359,0.12631,1.8599,162,-50,0
14.768,-0.12662,-0.0017153,0.098369,1.436,0.1263,0.85195,176,-50,0
14.966,-0.12743,0.020787,0.097019,1.427,0.12592,0.5834,190,-50,0
15.12,-0.13295,0.045115,0.095367,1.4129,0.12534,0.96356,204.01,-50,0
15.231,-0.14118,0.072079,0.093735,1.3973,0.12468,1.8084,218.01,-50,0
15.304,-0.1488,0.096717,0.092308,1.3825,0.12406,2.8503,232.02,-50,0
15.352,-0.15405,0.11505,0.091128,1.3697,0.12353,3.7402,246.03,-50,0
15.384,-0.15137,0.12765,0.090132,1.3587,0.12306,4.1811,260.03,-50,0
15.406,-0.14406,0.13659,0.089261,1.3489,0.12265,4.153,274.03,-50,0
15.423,-0.14062,0.14406,0.088485,1.3405,0.12229,3.7466,288.03,-50,0
15.443,-0.14027,0.14999,0.087788,1.3329,0.12197,2.9445,302.02,-50,0
15.459,-0.14215,0.15766,0.087131,1.3257,0.12167,1.6503,316.01,-50,0
15.464,-0.14352,0.16302,0.086802,1.322,0.12151,0.86061,330,-50,0
10.017,-0.087824,0.0075764,0.10066,1.458,0.12727,45.813,-20,-35.965,0
10.085,-0.17655,0.018136,0.096946,1.4203,0.12571,45.45,-5.9661,-35.96,0
10.29,-0.3455,0.040062,0.090146,1.3531,0.1229,44.009,8.0532,-35.952,0
10.625,-0.48505,0.0604,0.083338,1.2873,0.12007,41.133,22.052,-35.945,0
11.056,-0.57448,0.073517,0.0776,1.225,0.11733,37.013,36.034,-35.946,0
11.532,-0.61811,0.074863,0.077125,1.2078,0.11656,32.162,50.009,-35.959,0
12.023,-0.63674,0.063892,0.08215,1.2467,0.11825,27.083,63.995,-35.983,0
12.524,-0.6196,0.043831,0.090479,1.3173,0.12125,21.859,77.996,-36.009,0
13.016,-0.54969,0.019208,0.10083,1.4113,0.12511,16.555,92.008,-36.026,0
13.461,-0.45598,-0.0031435,0.10991,1.5034,0.12879,11.769,106.02,-36.033,0
13.842,-0.38255,-0.016552,0.1155,1.566,0.13126,8.0435,120.02,-36.034,0
14.173,-0.34355,-0.015484,0.11851,1.604,0.13276,5.2762,134.01,-36.033,0
14.467,-0.33092,0.0015562,0.11988,1.6253,0.13359,3.1439,148,-36.034,0
14.724,-0.33653,0.030353,0.12045,1.6367,0.13402,1.5931,161.99,-36.037,0
14.933,-0.3532,0.064589,0.1209,1.6445,0.13428,0.71569,175.99,-36.04,0
15.082,-0.37324,0.097993,0.12141,1.6523,0.13453,0.53014,189.99,-36.043,0
15.172,-0.39149,0.12941,0.12214,1.6598,0.13474,0.93769,204,-36.043,0
15.207,-0.40459,0.15991,0.12336,1.6691,0.13501,1.7543,218.01,-36.042,0
15.198,-0.40866,0.18439,0.12515,1.682,0.13541,2.711,232.02,-36.04,0
15.162,-0.4083,0.19784,0.12711,1.699,0.13594,3.4534,246.03,-36.036,0
15.111,-0.3999,0.19954,0.12771,1.706,0.13614,3.6247,260.04,-36.032,0
15.049,-0.38056,0.19419,0.12697,1.7002,0.1359,3.4379,274.04,-36.029,0
14.985,-0.36032,0.18822,0.12552,1.6904,0.13554,3.1281,288.03,-36.025,0
14.934,-0.34271,0.18205,0.12342,1.6767,0.13504,2.4847,302.02,-36.023,0
14.881,-0.32945,0.17667,0.11967,1.6472,0.13399,1.3404,316.01,-36.021,0
14.849,-0.32409,0.17469,0.11701,1.6247,0.13319,0.61821,330,-36.02,0
10.021,-0.17648,0.012779,0.10066,1.4597,0.12734,48.567,-20,-21.939,0
10.065,-0.32794,0.021796,0.12061,1.4218,0.111,47.905,-5.948,-21.928,0
10.27,-0.68525,0.040964,0.12858,1.32,0.092943,45.862,8.0822,-21.91,0
10.65,-0.96207,0.057579,0.11419,1.2291,0.090084,42.424,22.078,-21.895,0
11.172,-1.1351,0.066927,0.10479,1.1565,0.087708,37.301,36.043,-21.893,0
11.719,-1.185,0.062919,0.1112,1.1773,0.088317,31.688,49.996,-21.917,0
12.256,-1.1876,0.039694,0.13283,1.295,0.091913,26.319,63.973,-21.97,0
12.862,-1.1358,0.005553,0.15717,1.4454,0.096408,20.385,77.983,-22.024,0
13.477,-0.95642,-0.014444,0.1758,1.5771,0.10053,14.012,92.011,-22.055,0
13.961,-0.72966,-0.025975,0.18896,1.6777,0.10375,9.003,106.03,-22.064,0
14.314,-0.58907,-0.026483,0.19604,1.7343,0.10551,5.8393,120.03,-22.063,0
14.591,-0.56356,-0.0070156,0.20011,1.7662,0.10644,3.8158,134.01,-22.062,0
14.798,-0.61254,0.032895,0.20223,1.7852,0.10693,2.3097,148,-22.065,0
14.913,-0.68174,0.08611,0.20628,1.8079,0.10744,1.2755,161.99,-22.072,0
14.918,-0.74512,0.1371,0.21409,1.8468,0.1083,0.757,175.98,-22.078,0
14.812,-0.79007,0.18049,0.22398,1.8984,0.10946,0.69928,189.99,-22.083,0
14.619,-0.80883,0.2088,0.23352,1.9493,0.11062,1.0266,204,-22.085,0
14.366,-0.80455,0.22398,0.24197,1.9957,0.11174,1.6535,218.01,-22.083,0
14.086,-0.78144,0.22382,0.24806,2.0345,0.11277,2.3745,232.03,-22.077,0
13.807,-0.74539,0.21051,0.25108,2.0632,0.11367,2.8585,246.04,-22.069,0
13.416,-0.62086,0.18072,0.25975,2.4261,0.14215,2.6831,260.05,-22.061,0
13.093,-0.53414,0.15496,0.25456,2.7048,0.16845,1.9888,274.05,-22.055,0
12.907,-0.51322,0.1351,0.2347,2.5798,0.16508,1.7159,288.04,-22.049,0
12.758,-0.48312,0.11257,0.21882,2.4736,0.1621,1.3995,302.03,-22.044,0
12.615,-0.44421,0.091843,0.20128,2.3487,0.15834,0.68018,316.02,-22.04,0
12.534,-0.4236,0.08223,0.18931,2.2618,0.1557,0.18894,330,-22.038,0
10.003,-0.18087,0.011422,0.15183,1.4637,0.097161,52.506,-20,-7.9247,0
10.02,-0.54219,0.028641,0.16207,1.3875,0.08035,52.584,-5.9205,-7.9084,0
10.244,-1.2291,0.059169,0.16234,1.2618,0.062376,50.51,8.1214,-7.8844,0
10.757,-1.8447,0.081566,0.14035,1.1439,0.059593,45.531,22.12,-7.8562,0
11.582,-2.1636,0.096199,0.1557,1.1912,0.060685,36.926,36.057,-7.8408,0
12.313,-1.9811,0.056275,0.23647,1.533,0.068025,29.089,49.966,-7.8699,0
12.874,-1.9232,-0.016198,0.2863,1.7967,0.073348,25.064,63.929,-7.9642,0
13.713,-2.1135,0.019659,0.3389,2.0155,0.077391,17.738,77.961,-8.0504,0
14.332,-1.8691,0.12247,0.44976,2.4192,0.083975,7.2508,92.024,-8.0881,0
14.368,-1.3696,0.16154,0.47089,2.5449,0.086174,2.0747,106.05,-8.0914,0
14.104,-1.0069,0.14192,0.41914,2.4084,0.084204,1.0893,120.04,-8.0833,0
13.728,-0.87789,0.12021,0.37187,2.2327,0.081336,1.4581,134.02,-8.0822,0
13.28,-0.87553,0.12094,0.36672,2.1987,0.080748,1.5292,147.99,-8.0911,0
12.762,-0.89732,0.12685,0.37867,2.2416,0.081461,1.3451,161.97,-8.1029,0
12.221,-0.909,0.11923,0.39532,2.3059,0.082526,1.0922,175.97,-8.1138,0
11.718,-0.88963,0.09503,0.4039,2.3446,0.083166,0.73263,189.97,-8.1222,0
11.283,-0.83142,0.057076,0.4054,2.3526,0.083296,0.44287,203.99,-8.1253,0
10.907,-0.7449,0.018577,0.40229,2.3407,0.083099,0.52796,218.02,-8.1211,0
10.577,-0.65065,-0.01596,0.39598,2.3163,0.082696,0.87066,232.04,-8.1108,0
10.302,-0.56203,-0.043149,0.38745,2.2853,0.082178,0.91997,246.06,-8.0992,0
10.207,-0.47728,-0.021093,0.37362,2.5525,0.10881,0.77491,260.07,-8.092,0
10.087,-0.34534,0.018397,0.32775,2.935,0.15757,0.98179,274.06,-8.0809,0
9.7678,-0.29794,0.025668,0.28039,2.9337,0.17614,0.59301,288.05,-8.0724,0
9.6014,-0.29805,0.01297,0.25121,2.7262,0.17022,0.5454,302.04,-8.0642,0
9.4498,-0.26585,-0.0060205,0.22359,2.5235,0.16412,0.23216,316.02,-8.058,0
9.3636,-0.24302,-0.016515,0.20511,2.3883,0.15999,-0.0082293,330,-8.0547,0
9.9918,-0.17523,0.010888,0.2033,1.468,0.066939,59.949,-20,6.0748,0
9.9909,-0.80421,0.042724,0.18104,1.3573,0.064537,59.725,-5.8987,6.0894,0
9.9921,-1.6205,0.040569,0.28955,1.1706,0.031663,58.393,8.1714,6.122,0
10.49,-3.0044,0.058405,0.23247,1.0074,0.029535,51.5,22.193,6.1706,0
12.237,-3.7459,0.036129,0.32444,1.1992,0.032001,30.582,36.09,6.2034,0
13.348,-2.5372,0.042387,0.46255,1.575,0.036323,18.403,49.885,6.2,0
12.376,-2.2051,0.040927,0.55729,1.7717,0.038313,29.43,63.847,6.0213,0
10.594,-2.8827,0.36735,1.17,2.9432,0.048439,19.579,77.918,5.9012,0
10.521,-2.5197,0.21629,1.0783,2.8758,0.048028,-3.7393,92.071,5.8682,0
9.6969,-1.3191,0.14155,0.64694,2.038,0.040918,-7.0495,106.1,5.8858,0
9.1806,-0.23656,-0.021881,0.48537,1.672,0.037374,-4.8433,120.06,5.9092,0
8.9672,0.0045138,-0.1107,0.46384,1.6184,0.036826,-1.0844,134.02,5.9031,0
8.7516,-0.18836,-0.11704,0.45765,1.6047,0.036679,0.92442,147.98,5.8781,0
8.501,-0.37057,-0.10693,0.42884,1.5387,0.035955,1.2602,161.95,5.8567,0
8.2878,-0.47369,-0.097191,0.39089,1.4456,0.034908,0.83756,175.94,5.8407,0
