"U:0","U:1","U:2","epsilon","k","nut","p","Points:0","Points:1","Points:2"
13.136,-0.57464,0.012631,0.10524,1.4531,0.1268,-0.55998,92.008,-36.026,0
13.614,-0.49314,-0.0028154,0.11307,1.5382,0.13017,-5.7416,106.02,-36.033,0
14.03,-0.43109,-0.007663,0.11733,1.5901,0.13221,-9.9258,120.02,-36.034,0
14.395,-0.39611,-0.0006649,0.11927,1.6183,0.13332,-13.289,134.01,-36.033,0
14.726,-0.37993,0.020058,0.11984,1.6312,0.13383,-16.138,148,-36.034,0
15.02,-0.37619,0.051318,0.11984,1.6363,0.13401,-18.424,161.99,-36.037,0
15.263,-0.38008,0.085917,0.1198,1.6397,0.13411,-19.878,175.99,-36.04,0
15.443,-0.38786,0.1186,0.11996,1.6432,0.13419,-20.283,189.99,-36.043,0
15.556,-0.39689,0.15017,0.12055,1.6482,0.13431,-19.582,204,-36.043,0
15.6,-0.40461,0.17944,0.12182,1.6572,0.13457,-17.825,218.01,-36.042,0
15.583,-0.4085,0.20055,0.12364,1.6711,0.135,-15.193,232.02,-36.04,0
15.522,-0.41509,0.21069,0.12511,1.6862,0.13548,-12.07,246.03,-36.036,0
15.434,-0.41714,0.21003,0.12529,1.6903,0.13558,-9.0346,260.04,-36.032,0
15.333,-0.40308,0.2028,0.1244,1.6835,0.13532,-6.3222,274.04,-36.029,0
15.228,-0.38068,0.19465,0.12264,1.6709,0.13486,-3.9617,288.03,-36.025,0
15.127,-0.35805,0.18618,0.12014,1.6529,0.13421,-2.1216,302.02,-36.023,0
15.017,-0.33903,0.17916,0.11641,1.621,0.13306,-0.93397,316.01,-36.021,0
14.955,-0.33047,0.17667,0.11399,1.5983,0.13226,-0.52509,330,-36.02,0
10.026,-0.19276,0.012402,0.10102,1.4573,0.12724,34.091,-20,-21.939,0
10.074,-0.33986,0.020987,0.12033,1.4232,0.11102,33.346,-5.948,-21.928,0
10.282,-0.68654,0.039106,0.12842,1.3203,0.092949,31.098,8.0822,-21.91,0
10.664,-0.96384,0.055817,0.11365,1.2258,0.089965,27.426,22.078,-21.895,0
11.197,-1.1439,0.063546,0.10604,1.1615,0.087865,21.967,36.043,-21.893,0
11.76,-1.1981,0.055462,0.11582,1.2027,0.08913,15.979,49.996,-21.917,0
12.313,-1.1954,0.023093,0.14026,1.3395,0.093275,10.185,63.973,-21.97,0
12.942,-1.1367,-0.010225,0.16381,1.4924,0.097913,3.7236,77.983,-22.024,0
13.587,-0.96799,-0.021823,0.18063,1.6166,0.10186,-3.1381,92.011,-22.055,0
14.104,-0.77945,-0.019497,0.19172,1.7049,0.10466,-8.543,106.03,-22.064,0
14.487,-0.67848,-0.0068867,0.19745,1.7504,0.10603,-12.182,120.03,-22.063,0
14.781,-0.67434,0.022162,0.20001,1.7738,0.10667,-14.926,134.01,-22.062,0
14.992,-0.71404,0.068915,0.20102,1.7846,0.10692,-17.288,148,-22.065,0
15.101,-0.75626,0.12132,0.20462,1.8034,0.10731,-19.114,161.99,-22.072,0
15.095,-0.78977,0.16911,0.212,1.8403,0.1081,-20.121,175.98,-22.078,0
14.98,-0.8104,0.20451,0.22109,1.8873,0.10914,-20.169,189.99,-22.083,0
14.782,-0.81591,0.22507,0.22983,1.9338,0.11021,-19.287,204,-22.085,0
14.53,-0.80776,0.23107,0.23742,1.9772,0.11128,-17.488,218.01,-22.083,0
14.251,-0.78657,0.22264,0.24245,2.0128,0.11227,-14.879,232.03,-22.077,0
13.963,-0.75962,0.20411,0.24423,2.0357,0.11303,-11.766,246.04,-22.069,0
13.544,-0.65801,0.17149,0.25223,2.3921,0.14125,-8.5935,260.05,-22.061,0
13.188,-0.58466,0.14372,0.24709,2.6645,0.16728,-6.5995,274.05,-22.055,0
12.995,-0.55287,0.12208,0.22714,2.5331,0.16368,-4.5059,288.04,-22.049,0
12.841,-0.49585,0.099196,0.21125,2.4237,0.16055,-2.6532,302.03,-22.044,0
12.679,-0.44117,0.079601,0.1937,2.2956,0.15665,-1.3066,316.02,-22.04,0
12.587,-0.41766,0.0708,0.18189,2.2072,0.15392,-0.78499,330,-22.038,0
10.005,-0.1987,0.011494,0.15219,1.4616,0.097075,38.293,-20,-7.9247,0
10.022,-0.55929,0.028738,0.16151,1.3882,0.080346,38.352,-5.9205,-7.9084,0
10.24,-1.2056,0.057624,0.16204,1.2623,0.062387,36.164,8.1214,-7.8844,0
10.752,-1.8464,0.080733,0.14116,1.1455,0.059635,31.001,22.12,-7.8562,0
11.582,-2.1797,0.087158,0.16612,1.2256,0.061484,22.05,36.057,-7.8408,0
12.346,-1.9972,0.034607,0.25085,1.6098,0.06959,13.637,49.966,-7.8699,0
12.957,-1.9149,-0.031327,0.29294,1.8359,0.074121,8.8404,63.929,-7.9642,0
13.811,-2.1011,0.030739,0.34988,2.0521,0.078024,0.69719,77.961,-8.0504,0
14.402,-1.8724,0.13782,0.46048,2.4626,0.084662,-10.239,92.024,-8.0881,0
14.406,-1.3956,0.16642,0.4677,2.5536,0.08636,-15.503,106.05,-8.0914,0
14.101,-1.0717,0.14388,0.40601,2.3731,0.083647,-16.731,120.04,-8.0833,0
13.683,-0.96188,0.12392,0.36127,2.1929,0.080662,-17.277,134.02,-8.0822,0
13.2,-0.93806,0.12455,0.35935,2.1722,0.080298,-18.277,147.99,-8.0911,0
12.671,-0.92754,0.12311,0.37266,2.2188,0.081078,-19.183,161.97,-8.1029,0
12.145,-0.9163,0.10752,0.38862,2.2833,0.082151,-19.541,175.97,-8.1138,0
11.675,-0.89098,0.073279,0.39597,2.3166,0.082703,-19.362,189.97,-8.1222,0
11.285,-0.83733,0.032608,0.39688,2.3225,0.082799,-18.685,203.99,-8.1253,0
10.953,-0.75616,-0.0052352,0.39369,2.3107,0.082601,-17.202,218.02,-8.1211,0
10.65,-0.66817,-0.038503,0.38737,2.2865,0.082199,-14.786,232.04,-8.1108,0
10.381,-0.58807,-0.064787,0.37822,2.2536,0.081645,-11.848,246.06,-8.0992,0
10.278,-0.50149,-0.039572,0.36362,2.5162,0.10809,-8.707,260.07,-8.092,0
10.087,-0.39414,0.0092459,0.31897,2.8887,0.15638,-6.126,274.06,-8.0809,0
9.7377,-0.34288,0.018616,0.27212,2.8793,0.17461,-4.6176,288.05,-8.0724,0
9.5881,-0.30173,0.0027267,0.24398,2.6762,0.16876,-2.9264,302.04,-8.0642,0
9.4473,-0.2409,-0.017045,0.21632,2.4741,0.16261,-1.4921,316.02,-8.058,0
9.3633,-0.21465,-0.026731,0.19755,2.3371,0.15839,-0.85816,330,-8.0547,0
9.9919,-0.19083,0.0109,0.20326,1.4669,0.066917,46.366,-20,6.0748,0
9.9885,-0.82308,0.042253,0.18105,1.3577,0.064545,46.144,-5.8987,6.0894,0
9.9815,-1.5857,0.041512,0.2893,1.1694,0.031648,44.884,8.1714,6.122,0
10.453,-3.0164,0.055034,0.23528,1.0102,0.029574,38.245,22.193,6.1706,0
12.227,-3.7339,0.023735,0.3492,1.2603,0.032745,16.244,36.09,6.2034,0
13.429,-2.5184,0.041719,0.46699,1.5979,0.036567,2.7258,49.885,6.2,0
12.505,-2.2119,0.10027,0.57776,1.8041,0.038631,13.537,63.847,6.0213,0
10.567,-2.8135,0.35252,1.1813,2.9567,0.048566,2.9193,77.918,5.9012,0
10.66,-2.4089,0.16939,1.031,2.8091,0.047507,-21.361,92.071,5.8682,0
10.06,-1.167,0.079973,0.62123,1.9967,0.040542,-25.08,106.1,5.8858,0
9.4267,-0.18147,-0.059075,0.47362,1.651,0.037158,-21.279,120.06,5.9092,0
9.0662,-0.087706,-0.11554,0.45881,1.6023,0.036656,-18.774,134.02,5.9031,0
8.7919,-0.28321,-0.12036,0.45181,1.5879,0.0365,-18.316,147.98,5.8781,0
8.5321,-0.43524,-0.11391,0.42172,1.5198,0.03575,-18.475,161.95,5.8567,0
8.3267,-0.52024,-0.10394,0.38401,1.4279,0.03471,-18.762,175.94,5.8407,0
8.1949,-0.52868,-0.091082,0.35001,1.339,0.033677,-18.974,189.95,5.8277,0
8.1182,-0.46473,-0.078611,0.32406,1.2676,0.032826,-18.748,203.98,5.8222,0
8.0291,-0.35814,-0.065905,0.30492,1.2133,0.032165,-17.345,218.02,5.829,0
7.8853,-0.25463,-0.056376,0.29125,1.1736,0.031675,-14.546,232.07,5.847,0
7.7126,-0.18696,-0.04066,0.27987,1.1412,0.031268,-11.146,246.09,5.8674,0
7.4691,-0.15077,0.011493,0.23174,1.5993,0.069489,-8.3212,260.09,5.8783,0
7.3436,-0.13123,0.062086,0.20639,1.8997,0.11168,-5.8648,274.08,5.8902,0
7.2594,-0.14211,0.083193,0.18405,2.1737,0.15208,-4.2609,288.07,5.9038,0
7.0947,-0.12997,0.075254,0.16305,2.0081,0.14664,-2.7938,302.05,5.9161,0
6.9463,-0.078482,0.05495,0.14381,1.8534,0.14129,-1.4453,316.02,5.9251,0
6.8591,-0.052282,0.041578,0.1318,1.7582,0.138,-0.81129,330,5.9299,0
9.9822,-0.2013,0.016184,0.20331,1.4673,0.066931,55.016,-20,20.058,0
9.837,-0.87429,0.062849,0.18083,1.3566,0.064523,55.562,-5.8863,20.066,0
9.2953,-1.8158,0.08664,0.28432,1.1564,0.031482,59.12,8.2045,20.087,0
8.6224,-4.3915,0.086098,0.21892,0.96279,0.028927,58.062,22.251,20.188,0
-2.3703,1.8351,-0.27304,1.3472,2.9109,0.042994,-19.862,49.699,20.296,0
-1.3559,-1.3556,-0.32979,1.9758,4.2319,0.057444,3.2557,63.752,19.954,0
5.981,-7.8882,0.25073,1.1911,3.0733,0.049362,-11.636,77.747,19.801,0
-1.0851,-0.86092,0.1852,0.36396,1.3085,0.033333,-27.556,92.26,19.776,0
-1.487,-1.9526,-0.069275,0.50635,1.6669,0.037333,-27.954,106.15,19.891,0
-0.043792,-1.1694,-0.29312,0.61314,1.9247,0.03996,-23.044,120.08,19.931,0
2.8369,-0.078294,-0.41431,0.50143,1.7314,0.038057,-18.576,134.01,19.881,0
4.7131,0.11491,-0.28283,0.35732,1.3685,0.034115,-17.5,147.95,19.81,0
5.683,0.043042,-0.19606,0.27955,1.1416,0.03134,-17.746,161.91,19.771,0
6.2693,-0.077537,-0.14536,0.24857,1.041,0.029998,-18.155,175.9,19.752,0
6.702,-0.16392,-0.1089,0.23676,1.0043,0.029487,-18.615,189.9,19.735,0
7.0406,-0.15942,-0.081103,0.23237,0.99008,0.029284,-18.675,203.95,19.726,0
7.2144,-0.05121,-0.059939,0.23057,0.98449,0.029205,-17.261,218.04,19.737,0
7.1842,0.066238,-0.049263,0.22945,0.98054,0.029151,-14.036,232.11,19.767,0
7.0475,0.10796,-0.029667,0.22547,0.9698,0.029005,-10.215,246.13,19.808,0
6.6904,0.028915,0.034545,0.16765,1.2621,0.062341,-7.4727,260.13,19.836,0
6.3275,-0.0038648,0.11625,0.13515,1.392,0.096432,-5.1887,274.11,19.858,0
6.0151,-0.026815,0.13065,0.1081,1.5209,0.12958,-3.9338,288.08,19.88,0
5.8151,-0.026214,0.12595,0.095694,1.4108,0.12511,-2.5882,302.06,19.897,0
5.6197,0.01445,0.11051,0.083396,1.2911,0.11997,-1.3472,316.03,19.91,0
5.5091,0.038667,0.098399,0.077102,1.226,0.1171,-0.76236,330,19.917,0
9.973,-0.16999,0.021825,0.203,1.4673,0.066945,63.165,-20,34.034,0
9.7152,-0.71829,0.085917,0.18076,1.3559,0.064519,64.409,-5.9111,34.034,0
8.7078,-1.2903,0.12566,0.28074,1.1459,0.031352,72.265,8.1761,34.009,0
6.1808,-1.3088,0.16,0.244,0.90549,0.02487,89.998,22.359,33.805,0
-1.5389,4.7101,-0.0037407,1.0654,1.644,0.019466,-18.705,49.712,33.67,0
4.8701,-6.1544,-0.51065,1.5888,3.556,0.052994,-8.985,63.791,33.869,0
0.16002,-6.8637,-1.0225,1.2914,2.0647,0.021642,55.547,77.736,34,0
-0.79305,0.10259,0.055799,0.28312,0.9274,0.022341,-28.61,92.07,33.977,0
-1.5002,-1.1665,-0.48784,0.38273,1.3858,0.034436,-26.871,106.11,34.069,0
0.13885,-1.3957,-0.41755,0.31392,1.2504,0.032903,-20.583,120.09,34.043,0
1.7932,-0.82325,-0.22831,0.21781,0.9858,0.029432,-17.822,133.98,33.848,0
3.1901,-0.49114,-0.075716,0.16856,0.81776,0.026969,-17.178,147.9,33.677,0
4.1745,-0.33993,-0.0067037,0.16075,0.76912,0.026154,-17.045,161.86,33.623,0
4.9478,-0.38519,0.012343,0.17267,0.79794,0.026531,-17.05,175.82,33.618,0
5.6992,-0.46956,0.010751,0.18845,0.84718,0.027251,-17.735,189.82,33.603,0
6.4393,-0.43298,0.0068603,0.20315,0.89393,0.027932,-18.846,203.87,33.59,0
6.9125,-0.073264,-0.00061287,0.21472,0.93003,0.028448,-18.375,218.08,33.616,0
6.949,0.27671,-0.013741,0.22259,0.95432,0.028787,-14.368,232.22,33.649,0
6.8051,0.38344,-0.011907,0.22657,0.96663,0.02896,-9.7933,246.21,33.734,0
6.4223,0.26957,0.019177,0.1744,1.287,0.062906,-6.7559,260.18,33.79,0
5.9306,0.21155,0.085708,0.13482,1.3677,0.09527,-4.5393,274.14,33.827,0
5.4837,0.16485,0.081595,0.098636,1.4276,0.1259,-3.543,288.1,33.858,0
5.2586,0.13289,0.077627,0.08369,1.29,0.1201,-2.3008,302.06,33.882,0
5.0388,0.13567,0.067314,0.068636,1.1331,0.11301,-1.1928,316.03,33.898,0
4.9151,0.13986,0.059473,0.060895,1.045,0.1089,-0.68214,330,33.906,0
9.9704,-0.12527,0.026688,0.20329,1.4663,0.066957,69.472,-20,48.009,0
9.6836,-0.52542,0.10765,0.18052,1.3562,0.064549,70.929,-5.9817,48.02,0
8.6916,-0.98991,0.14644,0.28113,1.1468,0.031369,78.93,7.9912,48.042,0
8.2646,-2.2986,0.16415,0.20838,0.93514,0.028536,82.297,21.83,48.132,0
12.836,0.99133,0.15307,0.64018,1.4953,0.027304,29.124,36.242,48.39,0
12.149,0.39388,0.28725,1.021,2.5798,0.045618,31.446,49.829,47.791,0
9.0915,-5.1627,0.24735,1.7418,3.2316,0.039884,11.353,63.652,47.629,0
1.4169,8.9753,-0.62451,1.7655,2.5756,0.023988,28.524,77.736,47.873,0
2.887,-2.5833,0.15587,0.33092,0.85424,0.014466,-29.348,92.168,48.195,0
3.051,-0.57754,-0.063333,0.27406,1.0989,0.031877,-26.849,106.04,48.638,0
2.94,-0.81824,-0.2914,0.28076,1.1148,0.031712,-20.612,120.23,48.219,0
2.6624,-1.009,0.01199,0.15997,0.7597,0.026237,-17.232,133.9,47.785,0
3.3691,-1.0719,0.047976,0.16299,0.7739,0.026336,-17.462,147.86,47.452,0
3.8353,-0.75539,-0.026266,0.15943,0.75871,0.025963,-16.977,161.82,47.429,0
4.0818,-0.81774,-0.069159,0.17751,0.81364,0.026684,-15.427,175.74,47.477,0
4.7425,-0.93015,-0.12956,0.21728,0.93916,0.028563,-16.08,189.77,47.496,0
5.7618,-1.2907,-0.073057,0.31509,0.94178,0.022052,-20.006,203.59,47.382,0
6.4271,0.019947,-0.0093927,0.27009,0.87884,0.021644,-22.167,218.11,47.587,0
5.9505,0.35188,0.026583,0.28585,1.1075,0.030806,-15.727,232.4,47.538,0
5.5981,0.59089,0.065884,0.23916,0.99247,0.029316,-9.8623,246.28,47.701,0
4.9758,0.57576,0.021267,0.212,1.4509,0.066489,-6.2842,260.21,47.762,0
4.6975,0.50322,-0.022083,0.14847,1.4529,0.097721,-3.9721,274.15,47.804,0
4.3398,0.41257,-0.05492,0.099223,1.4406,0.12639,-3.0578,288.11,47.842,0
4.2377,0.36026,-0.052064,0.078598,1.2389,0.11781,-1.9334,302.07,47.871,0
4.1236,0.3296,-0.047449,0.062713,1.0643,0.10973,-0.96418,316.03,47.89,0
4.0453,0.3144,-0.044083,0.05543,0.97738,0.10555,-0.52563,330,47.9,0
9.9722,-0.093519,0.030651,0.20281,1.4678,0.067049,73.996,-20,61.97,0
9.7099,-0.37288,0.128,0.18062,1.3565,0.064605,75.35,-6.0291,61.992,0
8.4641,-0.36536,0.18896,0.28126,1.1472,0.031386,85.071,7.8957,62.038,0
4.3555,-0.23777,0.32996,0.2087,0.91479,0.028249,109.76,21.826,62.055,0
-2.084,0.89974,0.061067,1.2433,3.0343,0.04915,28.691,49.913,62.007,0
0.15675,-0.49897,-0.080324,0.22653,0.57035,0.011889,-37.56,77.409,61.985,0
-1.1545,0.085817,0.011145,0.14552,0.60412,0.018861,-19.158,120.02,62.015,0
0.24239,-1.9969,-0.36177,0.23122,0.99373,0.029608,-15.904,133.59,61.836,0
-0.14801,-0.17071,-0.32449,0.16581,0.61386,0.017982,-16.668,161.85,61.407,0
1.1974,-0.42044,-0.515,0.25428,0.85414,0.021086,-14.427,175.85,61.434,0
1.0538,0.13896,-0.075637,0.10867,0.35175,0.0095707,-17.108,190.03,61.638,0
0.50041,2.0287,-0.15447,0.14177,0.43026,0.010513,-11.855,203.8,61.977,0
-1.1758,-0.56186,0.15249,0.18481,0.83271,0.02704,-13.131,232.29,61.854,0
-0.80173,-0.36123,-0.27264,0.30542,1.1718,0.03166,-9.5142,246.26,61.743,0
0.78148,0.23173,-0.40238,0.20608,1.4608,0.066608,-5.9247,260.2,61.752,0
2.027,0.47854,-0.27396,0.11719,1.264,0.091619,-3.8962,274.14,61.791,0
2.481,0.45155,-0.21719,0.080954,1.2564,0.11833,-2.7406,288.1,61.834,0
2.6114,0.42746,-0.18593,0.063433,1.0673,0.10978,-1.6874,302.06,61.867,0
2.7148,0.41997,-0.15338,0.053326,0.94792,0.10399,-0.78164,316.03,61.889,0
2.7399,0.41431,-0.13369,0.04962,0.90089,0.10163,-0.36847,330,61.9,0
9.9969,-0.15918,0.032385,0.20259,1.4674,0.067129,78.484,-20,75.91,0
10.065,-0.61239,0.14578,0.18117,1.3603,0.064768,78.124,-6.0198,75.916,0
9.9949,-0.12895,0.13651,0.29137,1.1763,0.031789,76.645,7.9131,75.962,0
9.6478,2.6932,0.12634,0.23328,1.0052,0.029522,75.661,21.731,76.05,0
11.374,-0.10166,0.13295,0.69406,1.5904,0.028173,42.333,36.17,75.965,0
12.259,-7.8439,0.51709,1.516,2.8476,0.037283,4.6853,49.613,76.165,0
12.615,4.1677,0.15507,2.2636,3.4649,0.034978,-42.878,63.813,76.415,0
6.6011,-0.88105,0.30853,1.257,1.967,0.021231,-19.053,77.974,76.396,0
2.4097,-0.72205,0.096177,0.14628,0.60045,0.018763,-21.499,120.2,76.262,0
3.6381,-1.3783,0.12383,0.18107,0.73619,0.022836,-15.132,133.62,75.886,0
4.5316,0.13512,-0.21109,0.22137,0.58673,0.012125,-20.446,147.94,76.5,0
-0.20886,1.6129,-0.0048605,0.11975,0.38052,0.0099301,-11.231,203.62,76.033,0
2.6837,-0.13276,0.077133,0.21131,0.90612,0.028046,-12.407,232.34,75.799,0
0.91437,0.40529,0.13425,0.24327,0.97818,0.029123,-8.2606,246.22,75.673,0
1.6368,0.44731,-0.11451,0.20846,1.4306,0.066043,-5.5356,260.15,75.727,0
1.6707,0.46053,-0.14011,0.11174,1.1897,0.088803,-3.5274,274.11,75.787,0
1.7408,0.48868,-0.15567,0.070221,1.1393,0.11328,-2.4457,288.07,75.838,0
1.6946,0.44418,-0.16036,0.055078,0.96579,0.10496,-1.4906,302.05,75.874,0
1.74,0.42992,-0.14627,0.048278,0.88092,0.1006,-0.68569,316.02,75.896,0
1.7563,0.42471,-0.13282,0.046544,0.85762,0.099354,-0.30961,330,75.907,0
10.033,-0.44845,0.045044,0.20276,1.4681,0.067207,90.307,-20,89.861,0
10.446,-1.9707,0.23165,0.18212,1.3668,0.064941,87.311,-5.9733,89.827,0
12.818,-2.6485,0.22079,0.38325,1.3936,0.034341,56.156,8.0166,89.818,0
13.53,2.8201,0.25767,0.50695,1.6679,0.037271,35.726,22.077,89.863,0
7.5119,1.9405,0.48552,0.44215,1.5371,0.035995,101.02,35.888,90.025,0
-0.019122,-0.47719,-2.6867,1.2611,1.9711,0.021155,135.92,49.707,90,0
1.1056,-0.72998,-0.23781,0.02665,0.16261,0.0066936,-29.566,64.689,90,0
0.58766,0.79,0.037042,0.064512,0.22335,0.0078129,-16.656,90.918,90.534,0
2.0308,-4.1087,0.12055,0.29932,1.1981,0.032273,-11.73,106.13,90.023,0
1.7056,-1.705,0.14517,0.15059,0.60269,0.018531,-15.812,120.09,89.615,0
-0.03886,-1.7102,-0.13108,0.22258,0.94282,0.028694,-17.793,133.96,89.928,0
2.504,-2.3686,0.1035,0.23475,0.63542,0.012568,-13.317,217.66,89.341,0
0.774,0.49878,0.085007,0.28823,0.67659,0.012931,-20.412,232.02,89.678,0
1.8969,-0.13579,0.19367,0.28309,1.1013,0.03054,-8.4194,246.13,89.593,0
2.9133,0.84866,0.11924,0.19143,1.3495,0.064325,-6.3791,260.06,89.749,0
2.3046,1.0102,0.0152,0.1231,1.2548,0.090702,-3.566,274.05,89.817,0
1.6006,0.82411,-0.05625,0.072016,1.1543,0.11399,-2.3826,288.04,89.863,0
1.3799,0.70199,-0.10239,0.055239,0.96519,0.10494,-1.3838,302.03,89.893,0
1.2831,0.60168,-0.11477,0.048006,0.87559,0.10033,-0.62752,316.02,89.912,0
1.2366,0.55497,-0.11114,0.046187,0.85147,0.099033,-0.28618,330,89.921,0
9.9343,-0.66062,0.10639,0.20248,1.466,0.067184,116.91,-20,103.87,0
8.8251,-2.8162,0.39742,0.26257,1.345,0.049384,122.11,-5.8498,103.83,0
0.87855,-12.557,-1.8267,0.72926,1.3651,0.017862,105.34,8.1902,104.13,0
0.14922,1.5904,-0.37649,1.7163,3.3115,0.040528,-57.598,22.435,103.82,0
0.35386,1.1851,0.14488,0.01471,0.087566,0.005053,-32.672,63.784,103.97,0
-0.48863,-3.4471,0.33931,0.16092,0.53252,0.01156,-5.3972,77.871,104,0
4.7582,-5.4652,-0.26041,0.92303,1.5783,0.019106,-27.156,92.473,104.28,0
1.6935,-1.996,-0.41965,0.57201,1.8335,0.038993,-11.862,106.18,104.05,0
-0.73663,-0.48151,-0.41365,0.12603,0.67288,0.024516,-14.914,134.05,104.06,0
0.35712,-5.1067,0.020705,0.24172,0.61003,0.012348,-10.03,218.05,104,0
-1.3516,-0.99473,0.16783,0.065801,0.41583,0.019594,-6.3138,245.87,103.94,0
-0.97092,0.19282,-0.1176,0.098937,0.88425,0.052779,-6.7108,259.94,103.88,0
0.2698,1.0129,-0.10817,0.083478,1.0016,0.082476,-4.1486,273.98,103.89,0
0.4997,0.97816,-0.11782,0.060725,1.0303,0.10809,-2.6338,288,103.91,0
0.60513,0.86601,-0.13013,0.051026,0.91454,0.10237,-1.4937,302.01,103.93,0
0.66517,0.74188,-0.12512,0.046699,0.85871,0.099431,-0.63714,316.01,103.94,0
0.67135,0.67787,-0.11612,0.045485,0.84244,0.098548,-0.26209,330,103.94,0
9.8182,-0.24689,0.1526,0.20207,1.4652,0.067165,139,-20,117.92,0
7.3832,-0.99414,0.62073,0.25239,1.3201,0.049023,153.08,-5.7083,117.96,0
-0.38286,-1.9395,-2.1133,0.53587,1.0547,0.015853,179.85,8.1902,118,0
-0.90801,0.96279,0.89808,1.3549,2.8464,0.037996,-23.293,22.285,117.99,0
0.17804,0.1241,0.1675,0.40831,0.90333,0.014205,-9.0173,36.102,117.6,0
-0.40276,0.24314,0.17862,0.13447,0.38053,0.0099227,-8.1057,77.871,118,0
-0.67136,-0.84281,0.34217,0.16313,0.49248,0.01111,-12.941,92.127,118.58,0
-2.5259,-0.45109,-0.051689,0.21604,0.61025,0.012407,-13.683,105.87,118.58,0
4.9113,-0.3712,-0.11649,0.49476,0.97935,0.015344,-15.776,119.87,117.98,0
1.3047,0.57537,-0.23826,0.24385,0.99976,0.029416,-14.487,134.04,118.08,0
1.4328,0.03129,-0.18731,0.26104,0.84638,0.021405,-12.834,147.76,118.27,0
2.832,-0.71347,-0.0017706,0.21183,0.74941,0.020165,-11.598,161.96,117.67,0
4.398,-0.14356,0.06231,0.18079,0.51593,0.011437,-14,176,117.56,0
4.3629,0.21212,-0.046697,0.16872,0.48476,0.011133,-9.0744,190.03,117.54,0
3.7188,-0.90184,0.18262,0.18157,0.50841,0.011347,-9.3625,203.98,118.18,0
0.73209,1.977,0.036292,0.25678,0.64433,0.01265,-3.9695,218.1,118,0
-1.7751,-0.44214,0.12797,0.055166,0.38158,0.018846,-4.6643,245.84,117.99,0
-2.0681,0.09621,-0.056655,0.060869,0.64753,0.045781,-5.5738,259.89,117.97,0
-1.3598,0.60819,-0.10787,0.061845,0.83091,0.075885,-3.8943,273.94,117.96,0
