"U:0","U:1","U:2","epsilon","k","nut","p","Points:0","Points:1","Points:2"
14.864,-0.85045,0.25818,0.21317,1.8496,0.10811,5.1047,189.99,-22.083,0
14.713,-0.78435,0.25241,0.22033,1.8893,0.10904,-0.62528,204,-22.085,0
14.557,-0.71674,0.23397,0.22589,1.9261,0.11002,-5.3503,218.01,-22.083,0
14.401,-0.64672,0.20847,0.2283,1.9512,0.1108,-8.6402,232.03,-22.077,0
14.233,-0.57294,0.18113,0.22738,1.9582,0.11111,-10.165,246.04,-22.069,0
13.909,-0.43677,0.14437,0.23433,2.2952,0.13858,-9.9407,260.05,-22.061,0
13.635,-0.3177,0.11178,0.22938,2.5526,0.16394,-9.0317,274.05,-22.055,0
13.495,-0.25496,0.091033,0.20976,2.4162,0.16008,-7.0579,288.04,-22.049,0
13.32,-0.23455,0.073214,0.19434,2.3038,0.15675,-4.682,302.03,-22.044,0
13.135,-0.24082,0.058031,0.17749,2.1746,0.15271,-2.4058,316.02,-22.04,0
13.039,-0.24452,0.050295,0.16665,2.0893,0.15003,-1.3318,330,-22.038,0
10.003,-0.20345,0.011607,0.15205,1.4629,0.097128,96.227,-20,-7.9247,0
10.008,-0.4681,0.027377,0.16187,1.3876,0.080345,96.315,-5.9205,-7.9084,0
10.214,-1.0943,0.05835,0.16112,1.2592,0.062313,94.328,8.1214,-7.8844,0
10.732,-1.7581,0.08044,0.14609,1.1584,0.059947,89.255,22.12,-7.8562,0
11.563,-2.0722,0.057084,0.19321,1.3371,0.063966,80.277,36.057,-7.8408,0
12.366,-1.9427,-0.016585,0.27647,1.7406,0.07222,71.159,49.966,-7.8699,0
13.039,-1.9048,-0.040772,0.30153,1.8862,0.075105,65.23,63.929,-7.9642,0
13.883,-2.1867,0.073871,0.37897,2.1482,0.079631,55.551,77.961,-8.0504,0
14.387,-2.0175,0.17805,0.47844,2.5377,0.085883,42.6,92.024,-8.0881,0
14.288,-1.593,0.19202,0.44577,2.5173,0.08588,35.021,106.05,-8.0914,0
13.837,-1.307,0.16743,0.37182,2.2627,0.081836,31.337,120.04,-8.0833,0
13.262,-1.1764,0.15312,0.34117,2.1107,0.079247,27.497,134.02,-8.0822,0
12.678,-1.0783,0.14259,0.3444,2.1142,0.079296,22.195,147.99,-8.0911,0
12.143,-0.97143,0.12122,0.36016,2.1704,0.080252,16.096,161.97,-8.1029,0
11.685,-0.86111,0.0819,0.37409,2.23,0.081255,10.134,175.97,-8.1138,0
11.319,-0.75769,0.033622,0.37852,2.2531,0.08164,4.7224,189.97,-8.1222,0
11.052,-0.65693,-0.012079,0.37831,2.2543,0.081657,-0.21127,203.99,-8.1253,0
10.866,-0.55522,-0.051081,0.3745,2.2424,0.081455,-4.4884,218.02,-8.1211,0
10.726,-0.44876,-0.08371,0.36685,2.2156,0.081001,-7.5347,232.04,-8.1108,0
10.613,-0.33467,-0.10361,0.3555,2.1757,0.08032,-9.0114,246.06,-8.0992,0
10.586,-0.22197,-0.065021,0.33876,2.4197,0.10615,-8.9852,260.07,-8.092,0
10.399,-0.1314,-0.020149,0.30014,2.78,0.15357,-7.4595,274.06,-8.0809,0
10.159,-0.029294,-0.014054,0.25485,2.765,0.17135,-5.9508,288.05,-8.0724,0
10.062,0.0030365,-0.02418,0.22732,2.5682,0.16556,-3.8952,302.04,-8.0642,0
9.9289,-0.019677,-0.031322,0.19918,2.3585,0.15902,-1.9451,316.02,-8.058,0
9.8567,-0.040385,-0.03558,0.18048,2.2151,0.15448,-1.0321,330,-8.0547,0
9.9914,-0.19893,0.010519,0.20341,1.4671,0.06692,104.14,-20,6.0748,0
9.9818,-0.66725,0.041965,0.18105,1.3575,0.064542,103.97,-5.8987,6.0894,0
9.9867,-1.503,0.044571,0.28984,1.1689,0.031643,103.07,8.1714,6.122,0
10.459,-2.9359,0.047602,0.24915,1.0342,0.029897,97.903,22.193,6.1706,0
12.155,-3.6244,0.0033971,0.39702,1.3859,0.034221,78.1,36.09,6.2034,0
13.565,-2.4575,0.060213,0.4625,1.6069,0.036661,60.027,49.885,6.2,0
12.674,-2.1235,0.20078,0.64648,1.9082,0.03963,67.907,63.847,6.0213,0
10.485,-2.5567,0.26366,1.2292,3.0159,0.049062,57.695,77.918,5.9012,0
10.731,-2.117,0.061371,0.91293,2.6264,0.046042,32.159,92.071,5.8682,0
10.33,-0.97887,0.0015066,0.55558,1.8792,0.039432,23.276,106.1,5.8858,0
9.4852,-0.32261,-0.074774,0.45346,1.5984,0.036607,25.941,120.06,5.9092,0
8.9097,-0.38102,-0.11292,0.45515,1.584,0.03646,25.373,134.02,5.9031,0
8.5938,-0.49669,-0.11957,0.44346,1.5634,0.036238,20.984,147.98,5.8781,0
8.3705,-0.52692,-0.10896,0.40992,1.4878,0.035399,15.902,161.95,5.8567,0
8.2002,-0.51726,-0.093468,0.37258,1.3961,0.034351,10.921,175.94,5.8407,0
8.0936,-0.46868,-0.080967,0.34233,1.3151,0.0334,6.013,189.95,5.8277,0
8.0541,-0.37437,-0.071968,0.31997,1.2531,0.032655,0.9373,203.98,5.8222,0
8.0625,-0.24298,-0.062534,0.30362,1.2066,0.032086,-3.8168,218.02,5.829,0
8.0596,-0.096033,-0.051198,0.29163,1.1731,0.031672,-7.0301,232.07,5.847,0
8.0153,0.030381,-0.032025,0.28085,1.1436,0.031302,-8.1989,246.09,5.8674,0
7.8358,0.11006,0.025086,0.23112,1.5942,0.069415,-7.979,260.09,5.8783,0
7.7016,0.11464,0.071395,0.2028,1.8741,0.11096,-6.5354,274.08,5.8902,0
7.6533,0.12228,0.078714,0.17732,2.1236,0.15056,-5.0911,288.07,5.9038,0
7.5793,0.15915,0.066189,0.15537,1.9545,0.14488,-3.3821,302.05,5.9161,0
7.4622,0.13611,0.053063,0.13501,1.7891,0.13904,-1.7148,316.02,5.9251,0
7.3998,0.1082,0.04513,0.12251,1.6859,0.1354,-0.91942,330,5.9299,0
9.982,-0.20297,0.015614,0.20327,1.4673,0.066932,112.46,-20,20.058,0
9.8449,-0.72545,0.062816,0.18093,1.3566,0.064524,113.03,-5.8863,20.066,0
9.3425,-1.7538,0.082769,0.28405,1.1544,0.031458,116.83,8.2045,20.087,0
8.6191,-4.323,0.083818,0.23057,0.98509,0.029235,118.39,22.251,20.188,0
-2.6062,2.3085,-0.17934,1.3302,2.8931,0.04287,39.577,49.699,20.296,0
-0.95169,-1.8044,-0.46804,1.8431,4.1313,0.056812,58.668,63.752,19.954,0
6.2286,-7.5106,0.36528,1.074,2.8895,0.047994,43.63,77.747,19.801,0
-1.4895,-1.1353,0.19008,0.419,1.4264,0.034694,23.345,92.26,19.776,0
-1.388,-1.5429,-0.005308,0.53959,1.7329,0.03801,18.918,106.15,19.891,0
0.70971,-0.63849,-0.27296,0.6073,1.9298,0.040009,22.845,120.08,19.931,0
3.5621,0.095464,-0.39346,0.46821,1.6478,0.037194,24.267,134.01,19.881,0
5.1289,0.13135,-0.27009,0.34806,1.3321,0.033693,20.697,147.95,19.81,0
5.9595,0.04619,-0.19224,0.28583,1.1492,0.031437,16.139,161.91,19.771,0
6.4626,-0.036441,-0.14063,0.26042,1.0725,0.030417,11.498,175.9,19.752,0
6.8299,-0.073905,-0.10315,0.25019,1.0409,0.029979,6.5368,189.9,19.735,0
7.1462,-0.039367,-0.076158,0.2463,1.0293,0.029816,0.9804,203.95,19.726,0
7.3882,0.067099,-0.05624,0.24487,1.0239,0.029741,-4.2762,218.04,19.737,0
7.4933,0.15767,-0.043541,0.24324,1.0207,0.029697,-7.4035,232.11,19.767,0
7.4759,0.18743,-0.021051,0.23817,1.0081,0.029529,-7.9924,246.13,19.808,0
7.1093,0.16347,0.059876,0.17797,1.3142,0.063523,-7.558,260.13,19.836,0
6.7456,0.16534,0.13302,0.1397,1.4214,0.097283,-5.9467,274.11,19.858,0
6.4718,0.18655,0.13705,0.10857,1.5287,0.12991,-4.7995,288.08,19.88,0
6.3454,0.22116,0.12476,0.093786,1.3976,0.12457,-3.2271,302.06,19.897,0
6.1916,0.20063,0.10721,0.080734,1.2682,0.11899,-1.6855,316.03,19.91,0
6.1126,0.17505,0.096497,0.074637,1.2028,0.11609,-0.9404,330,19.917,0
9.9739,-0.16798,0.021227,0.20324,1.4678,0.066957,120.2,-20,34.034,0
9.73,-0.59321,0.085179,0.18066,1.3556,0.064511,121.42,-5.9111,34.034,0
8.7659,-1.2378,0.12407,0.2798,1.1443,0.031331,129.23,8.1761,34.009,0
6.2707,-1.2333,0.16215,0.24677,0.90884,0.024897,147.81,22.359,33.805,0
-2.1456,5.5471,-0.12064,1.31,1.8486,0.020474,29.572,49.712,33.67,0
5.373,-6.4751,-0.57647,1.6799,3.7083,0.054036,46.9,63.791,33.869,0
0.15671,-6.6243,-0.81051,1.0567,1.7937,0.02028,106.5,77.736,34,0
-0.8208,0.032617,-0.057704,0.29703,0.95981,0.022718,20.983,92.07,33.977,0
-1.677,-1.2708,-0.4898,0.39556,1.434,0.034989,19.959,106.11,34.069,0
0.18708,-1.2698,-0.2945,0.3017,1.2248,0.032587,23.975,120.09,34.043,0
1.9634,-0.67781,-0.11085,0.21184,0.95874,0.029053,23.83,133.98,33.848,0
3.4346,-0.37057,-0.00077758,0.17538,0.82396,0.027063,20.364,147.9,33.677,0
4.4384,-0.22229,0.026856,0.17947,0.81934,0.026929,16.202,161.86,33.623,0
5.2312,-0.20589,0.012236,0.19424,0.8615,0.027488,12.098,175.82,33.618,0
5.9454,-0.23519,0.0016943,0.2095,0.90952,0.028161,7.2768,189.82,33.603,0
6.6487,-0.19976,-0.0050767,0.22308,0.95213,0.02876,1.0374,203.87,33.59,0
7.1425,0.086255,-0.009831,0.23344,0.98479,0.029211,-5.3854,218.08,33.616,0
7.3071,0.27335,-0.025244,0.23989,1.0064,0.029503,-8.8352,232.22,33.649,0
7.289,0.30757,-0.028836,0.24338,1.0174,0.029654,-8.804,246.21,33.734,0
6.9057,0.26955,0.029119,0.18875,1.3584,0.064505,-7.7619,260.18,33.79,0
6.4077,0.25837,0.099718,0.1412,1.4107,0.09652,-5.7641,274.14,33.827,0
5.9928,0.28685,0.088163,0.099765,1.4449,0.1266,-4.7096,288.1,33.858,0
5.8299,0.29421,0.082242,0.082369,1.2816,0.11972,-3.1655,302.06,33.882,0
5.6423,0.25481,0.071765,0.067275,1.12,0.11241,-1.6747,316.03,33.898,0
5.5448,0.22293,0.063724,0.06045,1.0391,0.10862,-0.95296,330,33.906,0
9.9724,-0.12364,0.026086,0.20303,1.4672,0.066975,126.14,-20,48.009,0
9.7051,-0.42513,0.10559,0.1807,1.3562,0.064548,127.51,-5.9817,48.02,0
8.763,-0.93574,0.13869,0.28034,1.146,0.031358,135.21,7.9912,48.042,0
8.4033,-2.2614,0.15752,0.21126,0.94296,0.028646,139.04,21.83,48.132,0
12.957,0.97277,0.16177,0.69769,1.5992,0.028234,85.476,36.242,48.39,0
12.161,0.055728,0.31741,1.1571,2.8271,0.047574,84.957,49.829,47.791,0
8.7035,-4.9993,0.21271,1.6486,3.149,0.03953,60.484,63.652,47.629,0
1.0986,8.9244,-0.58278,1.5443,2.3769,0.023114,75.236,77.736,47.873,0
2.4764,-1.1449,0.20891,0.27613,0.74032,0.01346,20.696,92.168,48.195,0
3.0229,-0.33471,-0.036998,0.33803,1.2343,0.033657,19.318,106.04,48.638,0
3.3161,-0.73143,-0.30672,0.31546,1.2126,0.032968,23.723,120.23,48.219,0
3.1958,-0.88775,-0.013941,0.18347,0.83019,0.027336,23.488,133.9,47.785,0
3.729,-0.81811,0.036392,0.18289,0.83166,0.027227,19.545,147.86,47.452,0
4.1393,-0.62267,-0.03225,0.17769,0.8156,0.026847,15.991,161.82,47.429,0
4.6501,-0.69524,-0.076722,0.19674,0.87148,0.027546,12.403,175.74,47.477,0
5.1806,-0.67773,-0.10014,0.23625,0.99172,0.029294,9.026,189.77,47.496,0
5.9859,-1.1185,-0.036761,0.33677,0.98505,0.02251,1.2047,203.59,47.382,0
6.605,0.1511,-0.0031441,0.29116,0.91891,0.022086,-7.7558,218.11,47.587,0
6.3726,0.41576,0.0017143,0.31527,1.1975,0.031927,-12.76,232.4,47.538,0
6.0674,0.54664,0.0093586,0.26891,1.0691,0.030343,-11.068,246.28,47.701,0
5.615,0.59722,-0.035844,0.23416,1.5584,0.068735,-8.4512,260.21,47.762,0
5.3206,0.53496,-0.016847,0.15326,1.4839,0.098449,-5.7988,274.15,47.804,0
5.0022,0.50624,-0.030561,0.098526,1.4393,0.12632,-4.5841,288.11,47.842,0
4.9562,0.48084,-0.019094,0.077042,1.2259,0.11722,-3.0506,302.07,47.871,0
4.8279,0.41929,-0.0099186,0.06204,1.057,0.1094,-1.5869,316.03,47.89,0
4.7472,0.37787,-0.0084503,0.055835,0.98045,0.10571,-0.8796,330,47.9,0
9.9749,-0.094389,0.030056,0.20288,1.4678,0.06705,130.41,-20,61.97,0
9.7353,-0.29882,0.12517,0.18061,1.3566,0.064606,131.65,-6.0291,61.992,0
8.5518,-0.30712,0.18035,0.28073,1.1468,0.031381,141.05,7.8957,62.038,0
4.5155,-0.18199,0.33769,0.23235,0.97052,0.029017,166.44,21.826,62.055,0
-1.8438,0.56995,-0.15791,1.2817,3.1076,0.049671,76.935,49.913,62.007,0
-0.55064,0.55318,-0.1308,0.27753,0.65273,0.012671,16.086,77.409,61.985,0
-0.95101,0.22069,0.00818,0.15949,0.63183,0.019262,22.831,120.02,62.015,0
0.33368,-1.9395,-0.39111,0.23726,1.0236,0.030021,24.154,133.59,61.836,0
0.11099,-0.063167,-0.31954,0.18966,0.65957,0.018574,15.816,161.85,61.407,0
1.5183,-0.43438,-0.40073,0.26518,0.87849,0.021364,13.927,175.85,61.434,0
2.1856,-0.26631,0.042761,0.13171,0.40531,0.010227,7.8588,190.03,61.638,0
0.53013,2.0688,-0.24952,0.15926,0.46592,0.010903,11.234,203.8,61.977,0
1.0403,-0.048891,-0.02529,0.21337,0.91263,0.028211,-14.222,232.29,61.854,0
0.54926,-0.10707,-0.26793,0.33459,1.2517,0.032639,-11.287,246.26,61.743,0
1.9709,0.45953,-0.30927,0.21,1.4823,0.067007,-8.4408,260.2,61.752,0
3.0145,0.58794,-0.17571,0.11588,1.2546,0.091258,-6.0279,274.14,61.791,0
3.4419,0.58257,-0.13365,0.079918,1.2478,0.11798,-4.5139,288.1,61.834,0
3.6145,0.57803,-0.10282,0.063234,1.0664,0.10978,-2.9672,302.06,61.867,0
3.6267,0.52971,-0.071641,0.054215,0.95749,0.10451,-1.486,316.03,61.889,0
3.6064,0.49446,-0.058838,0.051182,0.91793,0.10253,-0.76916,330,61.9,0
10,-0.16437,0.030983,0.20255,1.4669,0.067118,134.83,-20,75.91,0
10.092,-0.56994,0.1424,0.18115,1.3609,0.064781,134.31,-6.0198,75.916,0
10.087,-0.082832,0.13506,0.29054,1.1747,0.031769,132.23,7.9131,75.962,0
9.8077,2.7143,0.12656,0.23676,1.0173,0.029686,131.25,21.731,76.05,0
11.454,0.024295,0.14204,0.7579,1.6873,0.028932,97.356,36.17,75.965,0
12.629,-7.6251,0.54533,1.4775,2.8447,0.037286,57.025,49.613,76.165,0
12.475,3.7029,0.24643,2.1342,3.3119,0.034266,13.171,63.813,76.415,0
7.6177,-0.95507,0.35386,1.2487,1.959,0.021186,27.693,77.974,76.396,0
2.4058,-0.59143,0.14381,0.16248,0.63976,0.019271,18.969,120.2,76.262,0
3.7164,-0.98663,0.12763,0.20358,0.7799,0.023434,24.381,133.62,75.886,0
4.6886,0.05884,-0.17627,0.24215,0.62552,0.01248,14.845,147.94,76.5,0
-0.04365,1.4802,0.047336,0.14446,0.43172,0.010489,10.409,203.62,76.033,0
3.4413,-0.29776,-0.055108,0.24636,0.9853,0.029156,-14.68,232.34,75.799,0
2.0638,0.59905,0.063704,0.2941,1.1062,0.030826,-11.842,246.22,75.673,0
2.8653,0.44682,-0.11749,0.23442,1.5466,0.06845,-8.7063,260.15,75.727,0
2.8873,0.51242,-0.079585,0.11556,1.2157,0.089418,-5.9076,274.11,75.787,0
2.8452,0.60511,-0.091627,0.070705,1.1464,0.11361,-4.3672,288.07,75.838,0
2.876,0.59908,-0.078472,0.0564,0.98192,0.10578,-2.8321,302.05,75.874,0
2.8333,0.54611,-0.053025,0.050324,0.90498,0.10187,-1.4048,316.02,75.896,0
2.801,0.50962,-0.042239,0.048898,0.88558,0.10085,-0.71116,330,75.907,0
10.036,-0.45553,0.043356,0.20288,1.4689,0.067225,146.8,-20,89.861,0
10.464,-1.9467,0.22717,0.18188,1.3663,0.064931,143.68,-5.9733,89.827,0
12.881,-2.6103,0.2206,0.39546,1.4227,0.034662,112.24,8.0166,89.818,0
13.563,2.7314,0.2586,0.52062,1.7087,0.037681,92.389,22.077,89.863,0
7.8816,1.894,0.40721,0.45346,1.5642,0.036288,153.51,35.888,90.025,0
0.067795,-0.40838,-2.5756,1.0427,1.7748,0.020154,187.39,49.707,90,0
0.85153,-1.205,-0.32914,0.029843,0.16307,0.0067021,24.011,64.689,90,0
0.21472,0.67961,-0.093813,0.074929,0.25,0.0082701,29.296,90.918,90.534,0
2.0044,-3.992,0.065085,0.30772,1.2111,0.03244,30.154,106.13,90.023,0
1.7527,-1.7792,0.22156,0.17255,0.65853,0.019289,23.31,120.09,89.615,0
0.39343,-1.3884,-0.16345,0.26131,1.0315,0.029917,19.537,133.96,89.928,0
2.6283,-1.789,-0.00067365,0.22959,0.63583,0.012568,0.2485,217.66,89.341,0
0.86931,0.65865,0.074576,0.36301,0.7783,0.013798,-16.987,232.02,89.678,0
3.2661,0.82959,-0.070972,0.31975,1.1938,0.031772,-15.702,246.13,89.593,0
3.6145,1.0217,-0.069522,0.21811,1.47,0.066936,-10.571,260.06,89.749,0
3.1318,1.0682,-0.07512,0.12765,1.2902,0.091659,-6.1731,274.05,89.817,0
2.6183,0.90444,-0.082462,0.07313,1.1698,0.11471,-4.3094,288.04,89.863,0
2.5269,0.82183,-0.06624,0.056859,0.98592,0.106,-2.6866,302.03,89.893,0
2.4067,0.70183,-0.038296,0.050272,0.90334,0.1018,-1.308,316.02,89.912,0
2.3406,0.63273,-0.028306,0.048729,0.88261,0.1007,-0.65626,330,89.921,0
9.9359,-0.66988,0.10444,0.20317,1.4691,0.06725,173.73,-20,103.87,0
8.8522,-2.7977,0.3853,0.26274,1.3439,0.049348,178.84,-5.8498,103.83,0
0.93947,-12.479,-1.7062,0.7432,1.3947,0.018039,163.91,8.1902,104.13,0
0.062503,1.621,-0.30508,1.5809,3.0996,0.039322,4.8729,22.435,103.82,0
0.30101,1.0601,0.17153,0.015927,0.09133,0.0051492,21.363,63.784,103.97,0
-0.47303,-2.6921,0.27043,0.11,0.42063,0.010368,41.361,77.871,104,0
4.5731,-5.195,-0.2448,0.86568,1.5739,0.019075,18.961,92.473,104.28,0
2.3686,-2.4416,-0.47113,0.57006,1.8413,0.039077,31.966,106.18,104.05,0
-0.28551,-0.51383,-0.26916,0.12585,0.67065,0.024478,21.979,134.05,104.06,0
0.40901,-5.0304,0.024797,0.27923,0.67372,0.012925,7.8825,218.05,104,0
0.13367,-0.43531,0.00349,0.076002,0.4534,0.020388,-14.357,245.87,103.94,0
0.22563,0.52157,-0.18749,0.10792,0.92603,0.053889,-10.756,259.94,103.88,0
1.1967,1.0627,-0.16906,0.085204,1.0177,0.08301,-6.5225,273.98,103.89,0
1.4924,1.0028,-0.13767,0.062051,1.0448,0.10881,-4.3471,288,103.91,0
1.7308,0.93161,-0.089607,0.052948,0.9376,0.10357,-2.6285,302.01,103.93,0
1.7856,0.81325,-0.047837,0.04915,0.88837,0.10102,-1.2248,316.01,103.94,0
1.7844,0.7403,-0.036861,0.04811,0.87443,0.10027,-0.58139,330,103.94,0
9.8213,-0.2596,0.14986,0.20241,1.4662,0.067188,196.2,-20,117.92,0
7.439,-0.99436,0.59452,0.25273,1.3202,0.049026,210.09,-5.7083,117.96,0
-0.24565,-1.9502,-1.9857,0.54671,1.076,0.016,238.02,8.1902,118,0
-0.62815,0.20907,0.77571,1.2945,2.7064,0.037101,39.103,22.285,117.99,0
-0.50703,-0.5672,-0.031372,0.38508,0.88718,0.014051,46.852,36.102,117.6,0
-1.0148,0.68715,0.35001,0.19252,0.47907,0.011032,41.373,77.871,118,0
-1.1915,-0.89174,0.34295,0.184,0.53269,0.011524,29.694,92.127,118.58,0
-2.4287,-0.21263,-0.11298,0.23562,0.64542,0.012731,30.732,105.87,118.58,0
4.5777,0.3002,-0.32711,0.6284,1.1654,0.016625,23.001,119.87,117.98,0
1.555,0.68032,-0.29782,0.27667,1.0862,0.030565,22.337,134.04,118.08,0
2.0782,0.001654,-0.18955,0.30577,0.93913,0.022436,22.255,147.76,118.27,0
3.3175,-0.46577,0.026314,0.22766,0.78957,0.020663,21.306,161.96,117.67,0
4.5977,-0.12819,0.039935,0.20944,0.56388,0.011915,15.509,176,117.56,0
4.732,0.52992,-0.06431,0.20116,0.54387,0.011739,15.81,190.03,117.54,0
3.931,-0.9035,0.11941,0.21008,0.5635,0.011896,12.041,203.98,118.18,0
1.0891,2.2357,0.18921,0.28498,0.68827,0.013047,17.019,218.1,118,0
-0.44978,-0.36407,0.069909,0.057742,0.39109,0.019063,-13.463,245.84,117.99,0
-0.79335,0.20317,0.017258,0.064587,0.66774,0.046439,-9.5927,259.89,117.97,0
-0.15553,0.54647,-0.052543,0.06318,0.84111,0.076384,-6.0079,273.94,117.96,0
0.35555,0.65443,-0.058117,0.052368,0.92872,0.10317,-4.0809,287.98,117.96,0
0.78224,0.71396,-0.027169,0.049478,0.89203,0.10124,-2.4774,301.99,117.96,0
1.0153,0.69662,-0.013378,0.047692,0.87012,0.10006,-1.1394,316,117.96,0
