"U:0","U:1","U:2","epsilon","k","nut","p","Points:0","Points:1","Points:2"
12.829,-2.6056,0.23821,0.35556,1.3311,0.03364,82.417,8.0166,89.818,0
13.521,3.0023,0.30776,0.44593,1.5253,0.035792,62.039,22.077,89.863,0
6.7253,1.842,0.6501,0.40633,1.4438,0.034965,131.49,35.888,90.025,0
-0.30836,-0.7093,-2.7128,1.5266,2.1617,0.022077,156.71,49.707,90,0
0.92444,-0.064775,0.24646,0.034137,0.19511,0.0072752,-4.9116,64.689,90,0
0.19583,-0.13529,0.096751,0.044751,0.19021,0.007162,10.059,90.918,90.534,0
1.8121,-3.9627,0.21493,0.29945,1.1992,0.03227,14.494,106.13,90.023,0
1.0277,-1.5796,0.083196,0.12275,0.54202,0.017575,10.606,120.09,89.615,0
-0.60057,-2.1573,-0.24963,0.18458,0.86144,0.027518,8.1111,133.96,89.928,0
2.1516,-3.015,0.25246,0.21506,0.59613,0.012213,-0.04789,217.66,89.341,0
0.91999,0.53282,-0.07422,0.23137,0.63889,0.012562,-17.497,232.02,89.678,0
3.6202,0.78709,0.099573,0.23999,0.9865,0.029061,-11.217,246.13,89.593,0
3.7859,1.2347,0.16841,0.1441,1.1322,0.059274,-8.9592,260.06,89.749,0
2.8191,1.4126,0.11702,0.10394,1.1371,0.087291,-5.1873,274.05,89.817,0
1.9545,1.1905,0.015932,0.067879,1.1064,0.11177,-3.4852,288.04,89.863,0
1.726,1.0271,-0.054071,0.051321,0.9204,0.10263,-2.0955,302.03,89.893,0
1.6777,0.85269,-0.088109,0.043236,0.81951,0.097269,-1.0003,316.02,89.912,0
1.6738,0.76391,-0.10007,0.040944,0.78905,0.095581,-0.47895,330,89.921,0
9.934,-0.66499,0.10919,0.20172,1.4637,0.067135,143.56,-20,103.87,0
8.8069,-2.8088,0.41676,0.26301,1.3458,0.049399,148.83,-5.8498,103.83,0
0.81898,-12.72,-2.0843,0.67305,1.3,0.017464,129.35,8.1902,104.13,0
0.1942,1.309,-0.2314,2.1046,3.6241,0.042094,-35.58,22.435,103.82,0
0.34776,1.5527,0.27981,0.015009,0.094204,0.00522,-9.4201,63.784,103.97,0
-0.62977,-4.4132,0.34896,0.22755,0.59798,0.012203,20.355,77.871,104,0
4.4458,-5.3726,-0.23182,0.76051,1.3271,0.017639,1.2309,92.473,104.28,0
-1.136,-0.76714,-0.2949,0.52408,1.6893,0.037482,12.034,106.18,104.05,0
-1.4385,-0.28111,-0.49517,0.12356,0.66059,0.024308,10.846,134.05,104.06,0
0.34246,-4.5388,-0.028327,0.16605,0.47694,0.011026,6.2672,218.05,104,0
-0.57318,-0.92865,0.064466,0.048202,0.34217,0.017915,-10.73,245.87,103.94,0
-0.21835,0.28898,-0.149,0.080852,0.77207,0.049607,-9.917,259.94,103.88,0
1.012,1.4467,-0.016411,0.076327,0.94991,0.080771,-6.1824,273.98,103.89,0
1.0909,1.3964,0.027282,0.057714,0.99471,0.10633,-3.8023,288,103.91,0
1.1249,1.2239,0.0050126,0.046825,0.86485,0.099718,-2.141,302.01,103.93,0
1.1651,1.008,-0.032812,0.041573,0.79681,0.09602,-0.95196,316.01,103.94,0
1.1829,0.89443,-0.054784,0.04008,0.77663,0.094882,-0.4276,330,103.94,0
9.8164,-0.25449,0.1578,0.20188,1.4643,0.067148,165.86,-20,117.92,0
7.3361,-0.99735,0.66527,0.25364,1.3139,0.048961,180.16,-5.7083,117.96,0
-0.43877,-1.9813,-2.1706,0.4967,1.0056,0.015509,206.42,8.1902,118,0
-1.1727,1.7288,0.81292,1.6866,3.305,0.040741,-0.85641,22.285,117.99,0
-0.8897,-1.1877,0.1983,0.18124,0.49052,0.010965,14.756,36.102,117.6,0
-0.5192,-3.0197,0.25017,0.098317,0.38691,0.0099966,26.735,77.871,118,0
-0.454,-0.83967,0.23925,0.11812,0.40228,0.010129,16.544,92.127,118.58,0
-2.9731,-0.67795,0.044598,0.18343,0.55387,0.011865,10.875,105.87,118.58,0
5.4531,-1.5798,-0.17341,0.30562,0.76259,0.013673,13.845,119.87,117.98,0
0.85204,0.7629,0.057158,0.16964,0.77911,0.026204,10.077,134.04,118.08,0
0.48814,0.34228,-0.10478,0.17026,0.63377,0.018758,11.483,147.76,118.27,0
1.9435,-0.38438,-0.02945,0.16336,0.62846,0.018628,12.228,161.96,117.67,0
3.4479,-0.27729,0.035085,0.12928,0.40984,0.010288,9.8626,176,117.56,0
3.889,-0.0031601,-0.044023,0.11195,0.37179,0.0098536,9.9658,190.03,117.54,0
3.1676,-0.76965,0.13655,0.1206,0.38561,0.010007,10.055,203.98,118.18,0
0.040285,1.4326,-0.37913,0.21955,0.58612,0.01205,12.52,218.1,118,0
-1.1605,-0.6376,0.10537,0.047898,0.34675,0.018034,-9.4764,245.84,117.99,0
-1.4596,0.21042,-0.069434,0.053954,0.59933,0.044162,-8.545,259.89,117.97,0
-0.64085,0.98882,-0.0063583,0.058041,0.79764,0.074451,-5.741,273.94,117.96,0
-0.11163,1.1322,0.048343,0.046493,0.86307,0.099665,-3.7245,287.98,117.96,0
0.27662,1.0651,0.052204,0.042238,0.8066,0.096586,-2.0864,301.99,117.96,0
