"U:0","U:1","U:2","epsilon","k","nut","p","Points:0","Points:1","Points:2"
6.1825,0.2574,0.095182,0.13835,1.3886,0.095866,-7.6172,274.14,33.827,0
5.7265,0.23985,0.086403,0.099575,1.436,0.12624,-5.9981,288.1,33.858,0
5.5278,0.24162,0.080006,0.08318,1.287,0.11996,-3.9991,302.06,33.882,0
5.3202,0.23787,0.068806,0.067988,1.127,0.11273,-2.0636,316.03,33.898,0
5.2069,0.22747,0.060546,0.060648,1.0419,0.10875,-1.1284,330,33.906,0
9.9709,-0.13096,0.0263,0.20317,1.4677,0.066987,85.676,-20,48.009,0
9.6918,-0.48627,0.10607,0.18064,1.3556,0.064534,87.123,-5.9817,48.02,0
8.7258,-0.9495,0.14233,0.28085,1.1468,0.031368,95.167,7.9912,48.042,0
8.3178,-2.2761,0.15697,0.20966,0.93912,0.028592,99.254,21.83,48.132,0
12.908,0.99515,0.15879,0.66913,1.5477,0.027774,46.171,36.242,48.39,0
12.183,0.2859,0.30083,1.0934,2.703,0.046611,47.539,49.829,47.791,0
8.8973,-5.0771,0.23572,1.6867,3.2017,0.039772,25.547,63.652,47.629,0
1.2931,8.9524,-0.60941,1.6561,2.4805,0.023575,40.418,77.736,47.873,0
2.7696,-1.9305,0.18533,0.29887,0.79516,0.013939,-17.206,92.168,48.195,0
3.1011,-0.41876,-0.034157,0.30196,1.1566,0.032653,-16.923,106.04,48.638,0
3.2373,-0.75204,-0.29709,0.29808,1.1653,0.032368,-11.861,120.23,48.219,0
3.0351,-0.90224,-0.0058502,0.17101,0.79407,0.026779,-9.9919,133.9,47.785,0
3.6458,-0.90966,0.047871,0.17229,0.80148,0.026765,-11.988,147.86,47.452,0
4.0947,-0.66546,-0.024422,0.16824,0.78685,0.026404,-13.415,161.82,47.429,0
4.4671,-0.74714,-0.07465,0.18683,0.84225,0.027114,-13.701,175.74,47.477,0
5.0453,-0.80174,-0.11666,0.22641,0.96484,0.028923,-14.759,189.77,47.496,0
5.964,-1.2306,-0.05379,0.32578,0.96356,0.022283,-19.942,203.59,47.382,0
6.6214,0.074978,-0.0026402,0.28007,0.89732,0.021848,-24.549,218.11,47.587,0
6.337,0.46769,0.007493,0.30165,1.1555,0.031406,-22.178,232.4,47.538,0
5.8966,0.63583,0.04425,0.25323,1.0291,0.029812,-15.671,246.28,47.701,0
5.298,0.61285,-0.0077254,0.22316,1.5061,0.067652,-10.737,260.21,47.762,0
4.9943,0.54486,-0.02454,0.15138,1.4688,0.098094,-7.1097,274.15,47.804,0
4.6349,0.47747,-0.049737,0.099136,1.4404,0.12638,-5.4886,288.11,47.842,0
4.5649,0.44791,-0.044254,0.077917,1.2332,0.11755,-3.6119,302.07,47.871,0
4.4467,0.41091,-0.03531,0.06237,1.0607,0.10957,-1.8288,316.03,47.89,0
4.3652,0.38538,-0.03104,0.05559,0.9785,0.10561,-0.97482,330,47.9,0
9.9729,-0.099233,0.030287,0.20312,1.4664,0.067019,90.231,-20,61.97,0
9.7196,-0.34419,0.12626,0.18057,1.3568,0.064611,91.568,-6.0291,61.992,0
8.5032,-0.32726,0.18498,0.28104,1.1474,0.031389,101.37,7.8957,62.038,0
4.4016,-0.20632,0.32981,0.21929,0.9397,0.028597,126.9,21.826,62.055,0
-1.9262,0.75561,-0.032511,1.2633,3.076,0.049448,42.603,49.913,62.007,0
-0.049561,0.03517,-0.15371,0.25047,0.60947,0.012264,-23.488,77.409,61.985,0
-0.95371,0.20561,0.0067625,0.15131,0.61543,0.019028,-10.993,120.02,62.015,0
0.36455,-1.9305,-0.38382,0.2349,1.0127,0.029871,-8.6267,133.59,61.836,0
0.11812,-0.095861,-0.31364,0.17591,0.63464,0.018251,-13.15,161.85,61.407,0
1.4701,-0.45005,-0.44792,0.25882,0.86819,0.021248,-12.471,175.85,61.434,0
1.7652,-0.13734,0.00057392,0.12031,0.37846,0.0099063,-15.783,190.03,61.638,0
0.66294,2.0517,-0.1822,0.15028,0.44819,0.010711,-10.658,203.8,61.977,0
-0.066693,-0.30122,0.10514,0.19986,0.86622,0.027538,-20.333,232.29,61.854,0
-0.087583,-0.20224,-0.25472,0.32099,1.2111,0.032146,-14.997,246.26,61.743,0
1.3317,0.35926,-0.35103,0.20844,1.4722,0.066819,-10.295,260.2,61.752,0
2.4702,0.55477,-0.23253,0.11655,1.26,0.091456,-7.0184,274.14,61.791,0
2.8827,0.53051,-0.1867,0.08048,1.2524,0.11816,-5.1399,288.1,61.834,0
3.0558,0.52503,-0.16037,0.063353,1.0669,0.10978,-3.3344,302.06,61.867,0
3.1249,0.50635,-0.12546,0.05373,0.95238,0.10423,-1.6264,316.03,61.889,0
3.1225,0.48983,-0.10548,0.05035,0.90896,0.10206,-0.80899,330,61.9,0
9.9978,-0.16494,0.0317,0.20265,1.4667,0.067112,94.797,-20,75.91,0
10.076,-0.60156,0.14357,0.18118,1.3608,0.064779,94.401,-6.0198,75.916,0
10.039,-0.10315,0.13445,0.29098,1.1757,0.031782,92.875,7.9131,75.962,0
9.7187,2.717,0.12345,0.23479,1.0129,0.029628,92.445,21.731,76.05,0
11.435,-0.043591,0.1363,0.72658,1.6378,0.028545,58.837,36.17,75.965,0
12.435,-7.7337,0.54399,1.5096,2.8532,0.037336,21.053,49.613,76.165,0
12.559,3.9277,0.20582,2.1823,3.3924,0.034644,-26.251,63.813,76.415,0
7.0744,-0.92,0.33602,1.2552,1.9616,0.021203,-8.0759,77.974,76.396,0
2.4414,-0.62183,0.10927,0.15371,0.62089,0.019025,-14.113,120.2,76.262,0
3.7353,-1.1595,0.12198,0.19115,0.75404,0.023088,-8.1877,133.62,75.886,0
4.6581,0.10577,-0.19084,0.23182,0.60679,0.012311,-15.525,147.94,76.5,0
-0.054188,1.5192,0.043679,0.13204,0.406,0.010214,-10.628,203.62,76.033,0
3.08,-0.26839,0.02394,0.22576,0.94263,0.028562,-20.061,232.34,75.799,0
1.2963,0.6109,0.12711,0.26677,1.0403,0.029963,-14.459,246.22,75.673,0
2.1718,0.503,-0.10309,0.22122,1.4871,0.067226,-10.008,260.15,75.727,0
2.201,0.51589,-0.11198,0.11388,1.2044,0.089153,-6.5909,274.11,75.787,0
2.2036,0.55604,-0.13519,0.070518,1.1431,0.11346,-4.7651,288.07,75.838,0
2.2203,0.53802,-0.1366,0.055755,0.9739,0.10538,-3.0569,302.05,75.874,0
2.233,0.51412,-0.11402,0.049271,0.89275,0.10123,-1.4799,316.02,75.896,0
2.2193,0.49683,-0.097916,0.047689,0.87135,0.10009,-0.72075,330,75.907,0
10.034,-0.45352,0.04418,0.20284,1.4685,0.067217,106.78,-20,89.861,0
10.453,-1.9713,0.22851,0.18218,1.366,0.064923,103.74,-5.9733,89.827,0
12.848,-2.6391,0.21893,0.38973,1.4074,0.034494,72.711,8.0166,89.818,0
13.552,2.7716,0.25551,0.51542,1.6903,0.037496,52.961,22.077,89.863,0
7.7322,1.9276,0.44192,0.44785,1.5509,0.036145,116.32,35.888,90.025,0
0.056546,-0.45171,-2.605,1.1506,1.8868,0.020732,152.19,49.707,90,0
1.0088,-0.93703,-0.29382,0.027313,0.16035,0.0066509,-14.583,64.689,90,0
0.5617,0.82555,-0.063751,0.070021,0.23837,0.0080776,-6.7518,90.918,90.534,0
2.0625,-4.057,0.089308,0.30259,1.2021,0.032326,-3.9437,106.13,90.023,0
1.7699,-1.7048,0.17241,0.1594,0.63352,0.018939,-9.1226,120.09,89.615,0
0.23559,-1.5245,-0.12662,0.23963,0.98192,0.029241,-11.873,133.96,89.928,0
2.6466,-2.1688,0.055349,0.23366,0.63782,0.012586,-15.381,217.66,89.341,0
1.2335,0.60389,0.063327,0.32296,0.72106,0.013316,-26.082,232.02,89.678,0
2.5402,0.4265,0.053824,0.30366,1.1368,0.031025,-16.303,246.13,89.593,0
3.1415,0.96996,0.029128,0.20437,1.4073,0.065592,-11.007,260.06,89.749,0
2.6209,1.0528,-0.041254,0.12572,1.2752,0.09125,-6.5043,274.05,89.817,0
2.0042,0.86525,-0.088201,0.07268,1.1626,0.11437,-4.5475,288.04,89.863,0
1.8712,0.76793,-0.10681,0.056092,0.97582,0.10549,-2.8291,302.03,89.893,0
1.7795,0.66761,-0.092584,0.049133,0.88945,0.10106,-1.3544,316.02,89.912,0
1.7233,0.61351,-0.080203,0.047444,0.86695,0.099868,-0.6586,330,89.921,0
9.9345,-0.66654,0.10549,0.20281,1.4675,0.067216,133.61,-20,103.87,0
8.8372,-2.8192,0.39216,0.26276,1.3443,0.049371,138.78,-5.8498,103.83,0
0.90525,-12.527,-1.761,0.73941,1.3817,0.017961,123.42,8.1902,104.13,0
0.17001,1.6022,-0.34904,1.641,3.1932,0.03987,-37.771,22.435,103.82,0
0.32521,1.1349,0.15522,0.015248,0.089188,0.0050948,-17.586,63.784,103.97,0
-0.44049,-3.1424,0.3086,0.13239,0.4791,0.011008,5.7332,77.871,104,0
4.6988,-5.3623,-0.259,0.91053,1.5884,0.019161,-16.822,92.473,104.28,0
2.1047,-2.24,-0.4552,0.57187,1.8414,0.039076,-3.0835,106.18,104.05,0
-0.49584,-0.49605,-0.33701,0.12574,0.67174,0.024497,-9.1795,134.05,104.06,0
0.42299,-5.1263,0.023818,0.26032,0.64114,0.012634,-9.5027,218.05,104,0
-1.0651,-0.72683,0.14134,0.070274,0.43401,0.019983,-13.422,245.87,103.94,0
-0.69689,0.34041,-0.12682,0.10286,0.90292,0.053277,-10.964,259.94,103.88,0
0.54449,1.0159,-0.15639,0.084493,1.0103,0.082753,-6.8096,273.98,103.89,0
0.79964,0.96823,-0.1545,0.0614,1.037,0.10842,-4.587,288,103.91,0
1.0286,0.88436,-0.14034,0.051987,0.92593,0.10297,-2.7984,302.01,103.93,0
1.1275,0.77698,-0.10582,0.047909,0.87333,0.10022,-1.2926,316.01,103.94,0
1.1407,0.71489,-0.086997,0.046783,0.85817,0.099401,-0.59478,330,103.94,0
9.8189,-0.25352,0.15134,0.20222,1.4655,0.067173,155.94,-20,117.92,0
7.4058,-1.0046,0.60878,0.25412,1.3161,0.048986,169.96,-5.7083,117.96,0
-0.3066,-1.9423,-2.0489,0.54281,1.0668,0.015936,197.65,8.1902,118,0
-0.70664,0.59236,0.84341,1.3121,2.7676,0.037498,-3.0585,22.285,117.99,0
-0.14221,-0.1971,0.10174,0.396,0.90852,0.01424,8.4823,36.102,117.6,0
-0.62774,0.40283,0.25271,0.16006,0.42645,0.010457,4.3544,77.871,118,0
-0.91557,-0.8487,0.34687,0.17285,0.51238,0.011317,-3.9526,92.127,118.58,0
-2.4293,-0.39994,-0.079411,0.22531,0.62758,0.012568,-4.5563,105.87,118.58,0
4.7936,0.033774,-0.21624,0.5582,1.0751,0.016018,-9.7079,119.87,117.98,0
1.4738,0.61528,-0.27725,0.25966,1.0417,0.02998,-8.7846,134.04,118.08,0
1.7786,0.028563,-0.18088,0.28234,0.8927,0.021929,-7.5979,147.76,118.27,0
3.1383,-0.62391,0.024354,0.21937,0.77076,0.020428,-6.9213,161.96,117.67,0
4.5786,-0.14454,0.056535,0.19397,0.53806,0.011661,-10.273,176,117.56,0
4.5859,0.38386,-0.054092,0.18339,0.51443,0.011442,-6.2123,190.03,117.54,0
3.8747,-0.91097,0.15721,0.19549,0.5363,0.011627,-7.1452,203.98,118.18,0
0.99328,2.1211,0.11204,0.27064,0.6646,0.012836,-1.4855,218.1,118,0
-1.5273,-0.4166,0.12825,0.056109,0.38666,0.018962,-12.028,245.84,117.99,0
-1.7262,0.11205,-0.0090835,0.06242,0.65662,0.046078,-9.7177,259.89,117.97,0
-1.0156,0.52957,-0.0927,0.062296,0.83584,0.076117,-6.3651,273.94,117.96,0
-0.46211,0.66158,-0.10199,0.051198,0.91718,0.10257,-4.4348,287.98,117.96,0
